AppSize_Bytes,Price,TotalRatingCount,TotalRatingCount_CurrentVersion,AppType,SupportDeviceNum,DisplayedScreenshotNum,SupportLanguageNum,RatingLevel
695918592,0.99000001,1522,277,Games,36,5,1,High Rating
106971136,2.99000001,681,560,Games,43,5,2,High Rating
320951296,0,313,34,Games,38,5,1,High Rating
46342144,0,520,8,Lifestyle,37,5,1,High Rating
247331840,0,1204,46,Games,38,5,2,High Rating
165923840,0,453,1,Games,37,5,8,High Rating
498358272,0.99000001,73,57,Entertainment,25,0,1,High Rating
360306688,0,2908,270,Games,37,5,17,High Rating
270425088,0,69,69,Games,38,5,1,High Rating
952222720,0,24057,340,Games,37,5,12,High Rating
53637120,2.99000001,359,164,Games,24,5,1,High Rating
751667200,6.989999771,88,88,Games,38,5,5,High Rating
35903488,0,1,1,Book,38,4,1,High Rating
65324032,0.99000001,52,32,Travel,37,5,1,High Rating
53994496,0,52,0,Entertainment,37,0,1,High Rating
176114688,0,475,6,Games,37,5,8,High Rating
140281856,0,1799,267,Photo & Video,37,4,11,High Rating
391116800,0,13300,436,Games,37,5,1,High Rating
35869696,0,441,38,Games,37,5,10,High Rating
342428672,0,1178,918,Games,37,5,16,High Rating
58137600,1.99000001,61,32,Games,37,5,1,High Rating
9736192,1.99000001,45,3,Entertainment,37,4,1,High Rating
425026560,0,364,7,Entertainment,35,5,1,High Rating
583263232,299.9899902,41,0,Education,24,5,1,High Rating
186687488,0,288713.31,419,Games,37,5,7,High Rating
131642368,0,80308,489,Games,37,5,1,High Rating
64333824,4.989999771,4756,1191,Productivity,40,5,1,High Rating
75441152,0,7891,1134,Games,37,5,1,High Rating
,9.989999771,177,73,Games,43,5,1,High Rating
32017408,0,124,124,Games,40,5,1,High Rating
270143488,0,947,172,Games,38,5,15,High Rating
110213120,0,1664,49,Games,38,4,31,High Rating
7095296,2.99000001,35,17,Productivity,37,3,3,High Rating
72667136,3.99000001,175,116,Games,38,5,1,High Rating
54722560,0,103,103,Games,37,5,1,High Rating
405535744,0,6754,70,Games,37,0,1,High Rating
383986688,0,79,7,Education,37,5,33,High Rating
190457856,0,164,164,Games,40,5,1,High Rating
33594368,0.99000001,39,2,Games,37,5,1,High Rating
22185984,2.99000001,4781,1,Music,37,5,10,High Rating
180500480,0,80424,46,Shopping,37,5,2,High Rating
36942848,2.99000001,120,12,Book,37,4,1,High Rating
134016000,0,5767,9,Photo & Video,37,3,10,High Rating
599319461,0.99000001,9,9,Games,43,5,1,High Rating
50043904,0,7496,79,Health & Fitness,37,5,5,High Rating
11747328,4.989999771,818,180,Photo & Video,38,5,11,High Rating
88594432,0,18,0,Shopping,37,5,8,High Rating
30543872,1.99000001,1072,514,Games,40,5,1,High Rating
96199680,0,4350,994,Entertainment,35,5,1,High Rating
167555072,0,81311,709,Games,38,4,1,High Rating
142159872,3.99000001,73,0,Education,37,5,13,High Rating
95036416,2.99000001,545,545,Games,37,5,1,High Rating
69114880,2.99000001,114,0,Entertainment,37,5,2,High Rating
1475972362,6.989999771,9,9,Games,24,5,4,High Rating
207080448,0,4638,6,Games,38,5,1,High Rating
608198656,6.989999771,84,84,Games,24,5,3,High Rating
170550272,0,328,89,Games,38,5,23,High Rating
103174144,0,2,2,Games,40,5,1,High Rating
105948160,0,409,22,Games,38,5,11,High Rating
73411584,0,650,488,Games,38,5,33,High Rating
59842560,0,226,12,Games,40,5,1,High Rating
113391616,0,86,11,Games,38,5,2,High Rating
75792384,29.98999977,47,23,Music,37,5,1,High Rating
105809920,29.98999977,110,38,Music,25,5,2,High Rating
132481024,0,64,54,Games,40,5,1,High Rating
33812480,3.99000001,14345,100,News,37,0,1,High Rating
107259904,0,29110,324,Productivity,37,5,9,High Rating
16588800,2.99000001,203,114,Education,38,5,1,High Rating
45243392,0.99000001,1335,9,Photo & Video,38,0,3,High Rating
99796992,2.99000001,23349,308,Education,40,5,18,High Rating
43646976,0.99000001,570,5,Games,37,0,16,High Rating
155365376,0,11785,4,Games,38,5,30,High Rating
62878720,0,37,1,Social Networking,37,0,2,High Rating
122327040,0.99000001,323,323,Games,43,5,1,High Rating
21928960,14.98999977,27,3,Music,38,3,4,High Rating
131524608,0,11,0,Games,38,5,1,High Rating
129190912,0,1018,1,Games,38,5,1,High Rating
47969280,0,878,37,Games,37,5,13,High Rating
402743296,3.99000001,940,135,Games,38,3,1,High Rating
41881600,0,153,0,Entertainment,37,3,1,High Rating
71163904,0,161,153,Games,38,5,1,High Rating
118087680,0,1829,354,Games,38,5,4,High Rating
10542080,0,13443,1229,Music,37,5,1,High Rating
106796032,2.99000001,21,2,Education,38,5,1,High Rating
100598784,2.99000001,156,116,Games,40,5,14,High Rating
189778944,0,1631,40,Games,37,5,1,High Rating
35549184,0,4808,1503,Games,37,4,1,High Rating
127559680,0,104,41,Games,37,5,5,High Rating
15002624,0,1,1,Games,38,0,1,High Rating
126644224,0,142,75,Games,38,5,1,High Rating
21010210,0.99000001,22557,526,Games,43,0,1,High Rating
174268416,1.99000001,160,2,Education,37,5,1,High Rating
39790592,2.99000001,853,11,Entertainment,40,0,11,High Rating
136184832,0,100477,35,Lifestyle,37,5,1,High Rating
87593984,0,4188,602,Education,37,5,1,High Rating
6603776,2.99000001,123,9,Weather,38,0,1,High Rating
880267264,6.989999771,116601,5839,Games,43,4,1,High Rating
72814592,2.99000001,238,24,Music,38,0,12,High Rating
36770816,0,3287,88,Entertainment,37,0,1,High Rating
28262400,0.99000001,56,17,Games,43,4,16,High Rating
253294592,0,29090,23,Games,37,5,11,High Rating
211343360,0,28654,21,Photo & Video,37,5,15,High Rating
185914368,0.99000001,468,50,Games,43,5,1,High Rating
26359808,0,3024,86,Utilities,38,1,2,High Rating
155480064,0,12,9,Games,40,5,1,High Rating
1475972362,0,114475,1265,Games,39,5,13,High Rating
119513088,0,2232,1066,Games,40,5,1,High Rating
61841408,3.99000001,58,3,Games,38,5,1,High Rating
164859904,0,1478,88,Games,37,5,1,High Rating
150966272,0,273,85,Games,37,5,3,High Rating
37438464,0.99000001,119,20,Games,37,5,30,High Rating
120737792,0,69,69,Games,38,5,7,High Rating
37760000,0,329,82,Entertainment,38,4,5,High Rating
11141120,1.99000001,296,55,Entertainment,38,4,1,High Rating
41403392,6.989999771,247,0,Health & Fitness,37,5,1,High Rating
111087616,0,474,474,Games,38,5,1,High Rating
97175552,0,318,52,Games,37,5,1,High Rating
145293312,0.99000001,187529,1071,Entertainment,43,5,1,High Rating
33213440,9.989999771,1756,53,Business,37,4,5,High Rating
5800960,1.99000001,513,10,Photo & Video,38,5,1,High Rating
214679552,0.99000001,9302,401,Games,43,5,9,High Rating
1281059840,4.989999771,14247,320,Games,43,4,1,High Rating
69435392,0,43667,1109,Entertainment,37,5,3,High Rating
25718784,0.99000001,139,23,Games,40,4,16,High Rating
59233280,2.99000001,581,8,Weather,37,5,14,High Rating
1182578688,0,23779,128,Games,38,5,32,High Rating
187962368,0,407,39,Health & Fitness,37,5,30,High Rating
7122944,0.99000001,26,8,Navigation,38,0,1,High Rating
357446656,3.99000001,971,0,Games,38,5,12,High Rating
17489920,0,21984,5528,Games,40,4,14,High Rating
33927168,0,213,152,Games,43,3,16,High Rating
151986176,0.99000001,120,1,Utilities,37,5,2,High Rating
9934848,0,2476,6,Lifestyle,40,2,1,High Rating
75983872,0.99000001,1,1,Games,38,3,1,High Rating
64735232,0,1019,79,Finance,37,0,1,High Rating
207105024,0,1002,79,Games,37,5,17,High Rating
255006720,3.99000001,71,1,Games,24,5,1,High Rating
15195136,0,830,540,Photo & Video,38,5,1,High Rating
230596608,0,2129,53,Games,37,5,1,High Rating
,4.989999771,132,50,Games,25,5,1,High Rating
237578240,0,1850,322,Games,37,5,14,High Rating
67928064,0,2865,142,Games,40,2,14,High Rating
141317120,0,691,125,Games,37,5,1,High Rating
143346688,0,10,10,Games,40,0,1,High Rating
132480000,2.99000001,4475,95,Health & Fitness,37,5,2,High Rating
133956608,0,97072,143,Social Networking,37,0,18,High Rating
113278913,4.989999771,76,76,Games,26,5,5,High Rating
71846912,1.99000001,11190,43,Games,37,5,1,High Rating
27192320,9.989999771,128,4,Productivity,37,0,30,High Rating
133086208,0,18544,14,Shopping,37,0,1,High Rating
13821952,1.99000001,160,12,Book,37,4,22,High Rating
121733120,4.989999771,2145,189,Games,39,5,7,High Rating
130174976,1.99000001,252,123,Games,38,5,1,High Rating
18268160,1.99000001,306,79,Photo & Video,40,5,1,High Rating
198499328,4.989999771,1761,13,Productivity,37,5,15,High Rating
40767488,0.99000001,2604,11,Photo & Video,37,5,1,High Rating
177651712,0,4278,911,Games,43,5,8,High Rating
48109568,0,7,0,Finance,37,0,2,High Rating
93457408,0,9,0,Food & Drink,37,5,5,High Rating
,4.989999771,6097,190,Games,37,5,11,High Rating
170371072,0,28900,7072.54,Games,38,5,1,High Rating
232399872,0,633,633,Entertainment,39,5,10,High Rating
19247104,0.99000001,6,6,Photo & Video,43,5,5,High Rating
237266944,0,432,1,Games,37,5,1,High Rating
132981760,1.99000001,19,10,Games,37,5,7,High Rating
111177728,5.989999771,1,1,Games,38,5,1,High Rating
61143040,0,5768,1963,Entertainment,38,4,1,High Rating
79694848,0,30,27,Games,38,5,1,High Rating
542597120,0,12573,372,Games,25,5,1,High Rating
469178368,0.99000001,10,3,Games,40,5,1,High Rating
97276928,0,88,26,Photo & Video,38,0,2,High Rating
150195200,4.989999771,8932,55,Education,37,0,12,High Rating
21771264,1.99000001,1995,148,Photo & Video,38,5,14,High Rating
310633804,0.99000001,7693,7072.54,Games,43,0,1,High Rating
1475972362,2.99000001,4746,455,Games,43,5,8,High Rating
55641088,0,15801,26,Education,37,5,34,High Rating
80380928,7.989999771,319,13,Business,24,5,7,High Rating
213773594,3.99000001,1951,1333,Games,43,5,1,High Rating
874184704,0,164483,171,Games,38,5,12,High Rating
76704768,4.989999771,50,0,Health & Fitness,37,5,11,High Rating
51470336,1.99000001,1702,127,Utilities,38,5,9,High Rating
79643648,0,118,0,Entertainment,37,4,1,High Rating
123780096,0,16968,4969,Games,40,5,12,High Rating
451338240,1.99000001,1889,804,Games,43,5,1,High Rating
136075264,0,40,2,Games,40,5,3,High Rating
54003712,2.99000001,745,98,Social Networking,37,3,1,High Rating
136275968,0,8412,149,Games,38,5,1,High Rating
322693120,0,20383,404,Games,38,5,13,High Rating
43749376,0,4050,2938,Games,40,3,1,High Rating
135064576,0,3180,28,Games,38,5,14,High Rating
247308288,3.99000001,43,16,Education,37,5,1,High Rating
149815296,0.99000001,763,763,Games,40,4,1,High Rating
138480640,0,13,7,Games,37,4,2,High Rating
268843008,0,126,126,Games,38,5,1,High Rating
41966592,0,1137,492,Games,37,0,7,High Rating
89332736,0,46,39,Games,40,0,1,High Rating
139862016,0,591,3,Utilities,37,5,1,High Rating
236893184,2.99000001,643,330,Education,38,5,18,High Rating
36692992,2.99000001,19621,1191,Games,37,5,1,High Rating
51828736,4.989999771,748,15,Navigation,38,5,7,High Rating
171300864,0,39502,13,Games,24,5,1,High Rating
82781184,0,481,1,Food & Drink,37,5,1,High Rating
72673280,0,684,0,Education,37,5,2,High Rating
20605952,3.99000001,1158,4,Business,38,0,1,High Rating
147123200,0,288713.31,444,Games,38,5,16,High Rating
34856960,2.99000001,19,15,Education,40,5,2,High Rating
567183360,4.989999771,6209,864,Games,24,5,1,High Rating
538394624,0.99000001,141,84,Games,38,5,3,High Rating
55532544,0,8,0,Games,38,0,2,High Rating
10645504,0,14,1,Reference,37,2,2,High Rating
222483456,0,263,53,Games,38,5,11,High Rating
150419456,0,870,8,Games,37,5,9,High Rating
263524352,0,738,1,Games,38,5,12,High Rating
125937664,0,1,1,Games,38,5,1,High Rating
47585280,1.99000001,169,123,Photo & Video,37,5,1,High Rating
29589504,0,3,3,Games,40,5,1,High Rating
89832448,0,228,97,Games,40,4,1,High Rating
27561984,1.99000001,54,16,Games,43,5,1,High Rating
304375808,0,2938,102,Games,38,5,1,High Rating
40717312,0,64,9,Music,37,5,14,High Rating
102964224,0,34585,34,Photo & Video,37,5,10,High Rating
22798336,1.99000001,743,259,Weather,40,5,1,High Rating
68831232,0,373,8,News,37,5,2,High Rating
70040576,0,16385,6556,Sports,37,4,1,High Rating
83660800,2.99000001,421,174,Games,43,5,2,High Rating
50221056,0,1,1,Games,40,2,1,High Rating
98525184,2.99000001,1440,1440,Games,38,5,1,High Rating
164508672,0,40,0,Business,38,4,3,High Rating
104709120,0,89,13,Games,37,0,1,High Rating
190799872,0,5697,684,Games,37,5,7,High Rating
109915136,0,38424,1022,Shopping,37,4,16,High Rating
55851008,0,12779,3366,Photo & Video,37,0,9,High Rating
24949760,0.99000001,1,1,Navigation,37,0,1,High Rating
356268032,17.98999977,58,18,Games,38,5,1,High Rating
58142720,0,298,117,Health & Fitness,37,2,3,High Rating
94791680,0,13,3,Games,38,5,1,High Rating
238582784,0,517,8,Games,38,5,9,High Rating
72118272,0,5833,1862,Games,38,5,1,High Rating
101925888,9.989999771,71609,99,Music,37,4,14,High Rating
511094784,4.989999771,4378,251,Games,43,5,1,High Rating
84909056,0.99000001,714,8,Photo & Video,37,5,7,High Rating
17530880,0,78,0,Games,37,0,2,High Rating
7053312,2.99000001,116,40,Games,40,5,1,High Rating
130532352,0,3101,61,Productivity,37,5,12,High Rating
80129024,0,8,0,Shopping,37,0,2,High Rating
96468992,2.99000001,965,15,Health & Fitness,38,0,6,High Rating
56379392,0,109,2,Entertainment,37,5,15,High Rating
44564480,0,8,1,Health & Fitness,37,5,1,High Rating
103856128,0,1722,18,Health & Fitness,37,5,8,High Rating
112316416,0,4383,105,Games,38,5,24,High Rating
309072896,2.99000001,17,2,Education,37,5,1,High Rating
408956928,4.989999771,3035,159,Games,40,5,1,High Rating
62405632,0,1,1,Games,38,0,1,High Rating
129368064,0.99000001,166,154,Games,40,5,1,High Rating
185580544,4.989999771,65,3,Games,38,5,4,High Rating
313783296,1.99000001,11,11,Games,38,5,1,High Rating
163494912,2.99000001,38,38,Games,40,5,1,High Rating
36832256,0,2,2,Games,38,0,2,High Rating
,19.98999977,61,0,Games,24,5,1,High Rating
97122304,0,134,12,Games,38,5,2,High Rating
276637696,3.99000001,104,74,Education,37,4,1,High Rating
132928512,0,343,35,Entertainment,37,3,1,High Rating
,6.989999771,1334,305,Games,37,5,7,High Rating
117479424,0,3807,24,Games,40,5,1,High Rating
26137600,1.99000001,2722,1,Shopping,37,0,1,High Rating
7344128,1.99000001,348,33,Productivity,40,0,1,High Rating
32083968,3.99000001,353,8,Weather,24,5,1,High Rating
15759360,0.99000001,108,74,Utilities,40,3,1,High Rating
64041984,0,26697,3109,Utilities,37,5,1,High Rating
54476800,16.98999977,125,3,Productivity,37,5,1,High Rating
209452032,0.99000001,86127,179,Games,40,5,2,High Rating
1475972362,4.989999771,6764,105,Games,37,5,5,High Rating
62558208,2.99000001,2122,129,Games,43,5,16,High Rating
106808320,0,107797,5073,Games,38,5,14,High Rating
78640128,0,12062,537,Productivity,38,5,12,High Rating
27779072,0,5300,198,Entertainment,37,5,1,High Rating
15536128,0,157882,4710,Games,40,5,7,High Rating
119820288,0,436,3,Games,38,5,5,High Rating
60056576,0.99000001,118,8,Games,37,0,1,High Rating
57417728,0.99000001,7,7,Games,38,5,1,High Rating
14903296,0.99000001,34,34,Productivity,38,0,2,High Rating
1146363904,6.989999771,65,65,Games,38,5,5,High Rating
1475972362,6.989999771,86,20,Games,24,5,4,High Rating
73180160,3.99000001,1,1,Games,25,5,1,High Rating
71281664,0,27,3,Games,40,5,3,High Rating
117741568,0,17436,429,Games,37,5,1,High Rating
204987392,0,243,0,Games,40,5,27,High Rating
7441408,0.99000001,19,19,Sports,37,4,1,High Rating
357190656,0,51,15,Education,40,5,18,High Rating
25586688,3.99000001,19,19,Games,38,5,1,High Rating
64244736,0,41,19,Games,37,5,25,High Rating
63283200,12.98999977,1390,143,Music,37,5,33,High Rating
50169856,0,53620,2872,Health & Fitness,38,0,15,High Rating
83928064,0,233,56,News,37,5,1,High Rating
212580352,3.99000001,5362,68,Games,37,3,2,High Rating
143117312,0,1026,0,Shopping,37,0,4,High Rating
174490624,9.989999771,112,8,Education,37,5,3,High Rating
21434368,0,3711,525,Photo & Video,38,0,27,High Rating
189151232,0,122081,49,Games,38,5,1,High Rating
47512576,1.99000001,3379,776,Entertainment,37,3,1,High Rating
103088128,0.99000001,567,312,Games,40,5,1,High Rating
55344128,3.99000001,19784,1086,Games,43,5,1,High Rating
1452716032,6.989999771,8843,4622,Games,38,5,16,High Rating
118506496,1.99000001,36,1,Productivity,37,5,3,High Rating
164248576,0,21881,113,Games,38,5,9,High Rating
306997248,0,251,59,Entertainment,37,0,1,High Rating
16692224,0,875,12,Games,37,5,1,High Rating
26438656,0,18821,96,Games,37,4,1,High Rating
74928128,2.99000001,118,13,Health & Fitness,38,5,2,High Rating
76464128,0,1619,212,Games,40,5,6,High Rating
359372800,0,392,111,Games,43,5,1,High Rating
68480000,0,31180,76,Entertainment,37,5,4,High Rating
100562944,0,21977,563,Games,38,5,7,High Rating
30622720,0,2381,437,Games,38,3,1,High Rating
58401792,1.99000001,98,95,Health & Fitness,37,3,23,High Rating
148648960,0,823,74,Games,37,5,9,High Rating
956569600,3.99000001,17,9,Games,37,5,4,High Rating
255400960,0,123032,608,Games,40,5,5,High Rating
133537792,5.989999771,5,0,Education,37,5,1,High Rating
242486272,0,4861,138,Health & Fitness,37,4,31,High Rating
118107136,0,4126,10,Photo & Video,37,0,25,High Rating
50238464,0,2368,1,Entertainment,37,5,1,High Rating
11337728,0,158845,112,Games,37,4,1,High Rating
160215040,0,88742,1145,Photo & Video,37,5,34,High Rating
265324544,1.99000001,1410,615,Games,38,5,1,High Rating
14284800,0,655,9,Shopping,37,5,1,High Rating
182239232,0,2094,24,Games,38,5,1,High Rating
25202688,0,6083,112,Entertainment,37,0,11,High Rating
283567104,2.99000001,37,15,Games,37,5,11,High Rating
80974848,0,1623,603,Games,38,5,13,High Rating
183614464,2.99000001,18,14,Games,37,5,1,High Rating
173696000,0,33,16,Games,37,5,1,High Rating
154999808,0,2471,20,Lifestyle,37,3,1,High Rating
105310208,0,1828,1828,Entertainment,37,4,1,High Rating
49047552,0,905,163,Games,37,5,14,High Rating
32848896,0,60,14,Games,37,0,1,High Rating
131100672,0,710,157,Games,38,5,11,High Rating
92774400,0,288713.31,5320,Reference,37,5,34,High Rating
49250304,9.989999771,1117,4,Utilities,37,5,1,High Rating
7876608,0,1255,432,Lifestyle,38,5,1,High Rating
7497728,0.99000001,528,1,Utilities,37,0,1,High Rating
96872448,0,76392,700,Games,37,5,1,High Rating
258739200,4.989999771,7919,73,Games,37,5,14,High Rating
16596992,0.99000001,9,9,Entertainment,43,5,2,High Rating
181036032,2.99000001,9,0,Entertainment,40,5,1,High Rating
71624704,0.99000001,296,2,Games,38,5,10,High Rating
79377408,0,1534,16,Utilities,37,4,26,High Rating
168546304,0,834,107,Games,43,5,10,High Rating
128421888,0,14673,7072.54,Games,40,4,1,High Rating
85999616,0.99000001,16,16,Games,40,3,1,High Rating
484895744,0,1050,615,Entertainment,37,5,6,High Rating
46465024,3.99000001,207,149,Book,37,5,1,High Rating
95278080,0,600,51,Games,38,5,1,High Rating
26762240,1.99000001,10,1,Navigation,37,5,3,High Rating
41485312,2.99000001,6,6,Games,37,5,9,High Rating
1008609280,6.989999771,67,67,Games,37,5,5,High Rating
27025408,1.99000001,346,11,Reference,38,4,1,High Rating
100804608,0,33,0,Games,37,4,1,High Rating
101866496,0,3,3,Games,38,5,1,High Rating
97512448,0,76,35,Games,38,5,11,High Rating
162891776,0,232940,683,Finance,37,5,1,High Rating
244516864,0,844,1,Lifestyle,37,5,2,High Rating
44099584,0,823,136,Entertainment,37,1,3,High Rating
31039488,2.99000001,264,56,Games,43,0,8,High Rating
1475972362,4.989999771,7315,161,Games,37,5,11,High Rating
102176768,0.99000001,278,0,Entertainment,37,5,13,High Rating
63549440,0.99000001,4251,786,Photo & Video,38,5,1,High Rating
1122046976,2.99000001,746,39,Games,37,2,1,High Rating
106536960,0.99000001,976,940,Games,43,5,1,High Rating
18375680,0,1750,177,Games,40,5,27,High Rating
20136960,2.99000001,104,3,Utilities,37,5,3,High Rating
126582784,2.99000001,5,5,Education,40,4,1,High Rating
249491456,3.99000001,110,110,Games,37,4,1,High Rating
528184320,0,2129,189,Games,38,5,13,High Rating
48986112,2.99000001,313,119,Music,38,0,11,High Rating
231255040,1.99000001,127,35,Education,37,5,8,High Rating
127212544,0,1738,610,Games,38,5,1,High Rating
100721664,0,37,0,Games,40,5,2,High Rating
348491776,3.99000001,346,196,Games,40,5,8,High Rating
61330432,0,364,0,Shopping,37,0,1,High Rating
275680256,0,523,22,Games,37,5,1,High Rating
89965568,0,7,0,Games,40,4,9,High Rating
83220480,0,390,390,Games,38,5,11,High Rating
25849856,0,3392,3392,Games,38,4,2,High Rating
123450368,0,101,1,Entertainment,37,5,1,High Rating
122235904,9.989999771,17594,143,Productivity,37,5,14,High Rating
101735424,0,110420,370,Music,37,4,14,High Rating
179580928,0.99000001,3912,627,Games,26,5,5,High Rating
58073088,4.989999771,1520,24,Health & Fitness,37,0,15,High Rating
40546304,2.99000001,1294,44,Education,40,5,11,High Rating
51230720,5.989999771,2555,44,Food & Drink,37,5,1,High Rating
104166400,1.99000001,279,21,Games,40,5,17,High Rating
9756672,2.99000001,307,152,Productivity,40,5,6,High Rating
85420032,0,7427,693,Lifestyle,37,4,8,High Rating
79237120,0.99000001,2817,475,Games,38,5,13,High Rating
910774272,0,27738,7072.54,Games,39,5,1,High Rating
66921472,2.99000001,529,8,Games,37,4,1,High Rating
67971072,0,5521,24,Entertainment,37,5,20,High Rating
171291648,3.99000001,481,2,Games,38,5,1,High Rating
640595968,0,952,2,Games,38,5,14,High Rating
53579776,0,79074,7072.54,Games,38,4,1,High Rating
49049600,1.99000001,105,52,Music,37,5,1,High Rating
15563776,0,21012,1427,Entertainment,37,5,1,High Rating
920238080,0,10771,186,Games,37,5,12,High Rating
3900805.12,2.99000001,5,0,Health & Fitness,37,5,31,High Rating
230511616,0,228,228,Games,38,5,1,High Rating
9348096,0,8157,6871,Games,40,5,1,High Rating
16807936,2.99000001,5,5,Games,38,5,2,High Rating
322576384,0,1,1,Games,40,5,1,High Rating
446764032,0,2190,7,Games,37,5,12,High Rating
81690624,0,1433,68,Games,38,3,16,High Rating
91620352,0,1744,570,Games,40,5,11,High Rating
89756672,0,360,88,Games,40,3,1,High Rating
324028416,0,160,35,Games,38,5,11,High Rating
32714752,0,3,3,Games,40,0,2,High Rating
17164288,0.99000001,18,0,Entertainment,37,0,1,High Rating
10231808,2.99000001,1093,106,Travel,38,0,1,High Rating
34310144,4.989999771,8542,543,Photo & Video,26,5,1,High Rating
359192576,9.989999771,10846,91,Games,38,5,2,High Rating
119131136,4.989999771,4675,15,Games,37,5,1,High Rating
345904128,2.99000001,4866,64,Games,40,5,3,High Rating
235259904,0,187666,1263,Games,37,5,10,High Rating
24059904,0.99000001,3837,85,Productivity,43,0,1,High Rating
56885248,3.99000001,658,23,Lifestyle,37,5,16,High Rating
104091648,0,138726,385,Games,37,5,34,High Rating
120731648,0,456,1,Health & Fitness,38,0,2,High Rating
87994368,2.99000001,14407,207,Games,37,5,14,High Rating
168208384,2.99000001,1617,50,Education,38,5,1,High Rating
125425664,2.99000001,181,32,Photo & Video,37,0,9,High Rating
574139392,0,21016,1124,Games,37,5,1,High Rating
212710400,0,7681,15,Games,38,5,17,High Rating
280523776,0,9768,90,Games,37,5,13,High Rating
103027712,0,20,0,Games,40,4,3,High Rating
138056704,0,439,29,Games,38,5,11,High Rating
75583488,1.99000001,202,194,Music,37,5,4,High Rating
242505728,3.99000001,55,29,Games,40,5,1,High Rating
145140736,0,5683,7,Entertainment,24,5,1,High Rating
86345728,4.989999771,415,2,Education,24,5,11,High Rating
145368064,0,30,0,Travel,37,5,1,High Rating
25620480,0.99000001,4510,627,Photo & Video,40,0,1,High Rating
74172416,0,8454,26,Photo & Video,40,5,2,High Rating
38211584,3.99000001,209,103,Games,43,4,1,High Rating
91312128,0.99000001,5305,632,Games,40,5,6,High Rating
330686464,2.99000001,365,25,Education,40,4,18,High Rating
86334464,1.99000001,403,5,Music,38,4,1,High Rating
25945088,29.98999977,1439,21,Productivity,24,5,2,High Rating
104480768,0.99000001,263,231,Games,43,5,1,High Rating
111026176,0,22,6,Games,38,5,2,High Rating
55869440,0,1253,17,Games,37,4,25,High Rating
106096640,0,425,12,Games,38,5,11,High Rating
39056384,0,1,1,Photo & Video,37,0,2,High Rating
177739776,2.99000001,11,5,Games,43,5,1,High Rating
95742976,0,1,1,Games,40,5,1,High Rating
125418496,0,779,161,Games,38,5,12,High Rating
720882688,3.99000001,153,121,Games,37,5,6,High Rating
170819584,0,1168,5,Games,40,5,10,High Rating
129589248,0,24878,712,Games,37,5,12,High Rating
146797568,0,539,53,Games,40,5,1,High Rating
70244352,0.99000001,11,0,Entertainment,37,0,1,High Rating
49594368,3.99000001,24553,2620,News,38,5,26,High Rating
69513216,2.99000001,282,1,Health & Fitness,38,4,1,High Rating
75874304,0,7535,99,Sports,37,5,3,High Rating
1475972362,6.989999771,14724,1043,Games,43,5,12,High Rating
147787776,6.989999771,288713.31,1148,Games,37,1,11,High Rating
265569280,23.98999977,5,0,Reference,37,5,2,High Rating
443423744,3.99000001,3515,87,Games,38,5,9,High Rating
310942720,0.99000001,330,31,Games,38,4,7,High Rating
44048384,1.99000001,7598,447,Games,38,5,14,High Rating
1035772928,0,2125,480,Entertainment,40,5,5,High Rating
87000064,0,2477,467,Shopping,37,0,1,High Rating
142196736,0,7969,97,Games,38,5,8,High Rating
126574592,0,201,101,Games,38,5,24,High Rating
153040896,0,19,0,Health & Fitness,37,5,7,High Rating
254233600,0,313,1,Games,37,5,1,High Rating
202029056,0,855,38,Games,40,5,1,High Rating
36910080,0,8,0,Shopping,37,0,5,High Rating
190286848,0,839,126,Games,40,5,1,High Rating
18848768,4.989999771,70,6,Productivity,37,3,1,High Rating
88428544,0,151,62,Games,38,5,1,High Rating
165360640,1.99000001,81,80,Games,40,5,1,High Rating
250655744,0,220,220,Games,38,5,1,High Rating
11546624,1.99000001,11,11,Entertainment,37,4,1,High Rating
751140864,0,127,127,Games,37,5,5,High Rating
4466688,1.99000001,2305,100,Photo & Video,37,5,4,High Rating
137798656,0.99000001,1291,30,Games,24,5,1,High Rating
108479488,0.99000001,128,0,News,38,4,2,High Rating
,9.989999771,8767,965,Games,40,5,5,High Rating
222722048,0,2177,0,Photo & Video,37,0,30,High Rating
111458304,0,5160,6,Games,40,4,9,High Rating
79418368,0,12298,813,Shopping,37,0,1,High Rating
187934720,2.99000001,94,14,Education,38,5,1,High Rating
116492288,0,5362,796,Games,40,4,4,High Rating
66277376,0,6,3,Medical,37,0,1,High Rating
93063168,0,78412,7072.54,Games,37,5,9,High Rating
69795840,0,94,83,Games,37,4,1,High Rating
1425611776,0,16879,25,Games,37,5,12,High Rating
128228352,1.99000001,35,35,Games,40,5,1,High Rating
79784960,0,6,0,Lifestyle,37,0,2,High Rating
95139840,0,17867,154,Games,38,5,1,High Rating
210092032,0,6872,989,Games,37,5,11,High Rating
49196032,0.99000001,1,1,Education,37,0,1,High Rating
175391744,0,304,71,Games,38,5,23,High Rating
108917760,0,28187,38,Games,40,5,1,High Rating
82377728,0,2984,241,Games,38,5,1,High Rating
20536320,2.99000001,88,12,Weather,37,5,2,High Rating
54802432,0,1495,467,Games,38,5,1,High Rating
333368320,0,249,52,Games,38,5,8,High Rating
162750464,0,5141,140,Games,37,5,1,High Rating
81028096,0.99000001,108,108,Entertainment,37,0,1,High Rating
112238592,0,14505,332,Games,38,5,1,High Rating
